RowID,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
22472,Madhya Pradesh,KHARGONE,2014,Whole Year,Garlic,68,177
22473,Assam,BONGAIGAON,2018,Kharif,Niger seed,321,161
22474,Tamil Nadu,ARIYALUR,2019,Whole Year,Arhar/Tur,192,167
22475,Bihar,KAIMUR (BHABUA),2011,Kharif,Small millets,169,125
22476,Bihar,BEGUSARAI,2014,Kharif,Sesamum,67,51
22477,Karnataka,RAICHUR,2021,Summer,Rice,70799,225452
22478,West Bengal,BARDHAMAN,2015,Rabi,Gram,54,50
22479,Uttar Pradesh,BANDA,2013,Kharif,Bajra,1483,1551
22480,Arunachal Pradesh,DIBANG VALLEY,2017,Kharif,Maize,1350,1550
22481,Maharashtra,JALGAON,2012,Kharif,Sesamum,25800,7500
22482,Karnataka,KOPPAL,2012,Rabi,Rapeseed &Mustard,175,49
22483,Bihar,BEGUSARAI,2013,Whole Year,Turmeric,300,292
22484,Puducherry,KARAIKAL,2017,Summer,Moong(Green Gram),1018,70
22485,Uttar Pradesh,MEERUT,2013,Kharif,Rice,12110,27199
22486,Assam,SONITPUR,2019,Kharif,Sesamum,669,519
22487,Rajasthan,SAWAI MADHOPUR,2010,Rabi,Other  Rabi pulses,4,0
22488,Uttar Pradesh,ALIGARH,2021,Kharif,Dry chillies,27,22
22489,Bihar,ROHTAS,2017,Summer,Moong(Green Gram),38,16
22490,Tamil Nadu,PUDUKKOTTAI,2012,Kharif,Bajra,35,41
22491,Telangana,KHAMMAM,2011,Rabi,other oilseeds,432,
22492,Andhra Pradesh,ANANTAPUR,2007,Whole Year,Sugarcane,884,83126
22493,Maharashtra,AHMEDNAGAR,2006,Kharif,Arhar/Tur,18800,9700
22494,Tamil Nadu,COIMBATORE,2011,Whole Year,Drum Stick,60,0
22495,Rajasthan,PALI,2006,Rabi,Barley,4715,7626
22496,Bihar,PASHCHIM CHAMPARAN,2013,Kharif,Small millets,150,118
22497,Uttar Pradesh,MAINPURI,2010,Kharif,Sesamum,21,3
22498,Odisha,KENDUJHAR,2014,Autumn,Maize,3052,2498.1
22499,Haryana,MAHENDRAGARH,2006,Kharif,Arhar/Tur,400,200
22500,Uttar Pradesh,SHAHJAHANPUR,2021,Kharif,Groundnut,4688,6905
22501,Rajasthan,TONK,2010,Kharif,Maize,14746,1030
22502,Karnataka,BELLARY,2019,Summer,Sunflower,3045,3277
22503,Madhya Pradesh,VIDISHA,2017,Whole Year,Sugarcane,234,4640
22504,Kerala,WAYANAD,2010,Whole Year,Other Vegetables,2756,0
22505,Uttar Pradesh,RAMPUR,2012,Kharif,Maize,99,117
22506,Assam,BAKSA,2013,Rabi,Moong(Green Gram),295,126
22507,Chhattisgarh,DURG,2011,Kharif,Mesta,17,36
22508,Rajasthan,BUNDI,2013,Rabi,Linseed,103,78
22509,Karnataka,BIDAR,2022,Kharif,Niger seed,1120,357
22510,Telangana,RANGAREDDI,2009,Whole Year,Sugarcane,1034,86285
22511,Madhya Pradesh,KATNI,2017,Whole Year,Sugarcane,32,510
22512,Uttar Pradesh,BALRAMPUR,2016,Rabi,Barley,471,1089
22513,Rajasthan,KARAULI,2010,Whole Year,Sweet potato,60,6
22514,Chhattisgarh,SURGUJA,2016,Whole Year,Coriander,545,118
22515,Assam,KAMRUP,2016,Whole Year,Arecanut,3566,4634
22516,Maharashtra,BHANDARA,2012,Summer,Groundnut,100,100
22517,Karnataka,DHARWAD,2011,Kharif,Urad,789,22
22518,Tamil Nadu,PERAMBALUR,2016,Whole Year,Dry chillies,479,666
22519,Maharashtra,BEED,2005,Kharif,Arhar/Tur,44200,7200
22520,Karnataka,CHITRADURGA,2011,Whole Year,Coconut,43254,189870
22521,West Bengal,MEDINIPUR WEST,2016,Rabi,Linseed,24,2
22522,Maharashtra,PUNE,2006,Summer,Maize,1700,3100
22523,Uttar Pradesh,SITAPUR,2010,Kharif,Rice,119808,188830
22524,Uttar Pradesh,KHERI,2010,Kharif,Small millets,185,105
22525,Gujarat,SABAR KANTHA,2008,Kharif,Moong(Green Gram),5600,2100
22526,Tamil Nadu,THENI,2017,Whole Year,Tobacco,10,22
22527,Karnataka,CHITRADURGA,2013,Rabi,Safflower,3071,557
22528,Karnataka,BIDAR,2010,Whole Year,Other Fresh Fruits,28,88
22529,Chhattisgarh,MAHASAMUND,2009,Rabi,Rapeseed &Mustard,128,46
22530,Maharashtra,GONDIA,2011,Kharif,Soyabean,100,100
22531,Maharashtra,SANGLI,2008,Kharif,Bajra,105300,44600
22532,Rajasthan,AJMER,2015,Kharif,Soyabean,22,30
22533,West Bengal,JALPAIGURI,2019,Autumn,Maize,3907,8014
22534,Uttar Pradesh,MAU,2010,Rabi,Barley,2414,3249
22535,Rajasthan,DUNGARPUR,2010,Whole Year,Other Fresh Fruits,6,0
22536,Kerala,KANNUR,2021,Autumn,Rice,2684,5908
22537,Uttar Pradesh,BAREILLY,2009,Whole Year,Sugarcane,78257,4725158
22538,Assam,MARIGAON,2013,Kharif,Sesamum,250,127
22539,Uttar Pradesh,MEERUT,2018,Kharif,Rice,17605,38608
22540,West Bengal,MEDINIPUR EAST,2007,Whole Year,Coconut,3336,35395
22541,Tamil Nadu,TIRUNELVELI,2021,Kharif,Ragi,7,19
22542,Karnataka,MANDYA,2017,Kharif,Sesamum,4091,3175
22543,Bihar,SITAMARHI,2017,Autumn,Maize,614,610
22544,Uttar Pradesh,BALLIA,2021,Rabi,Potato,8187,80511
22545,Kerala,THIRUVANANTHAPURAM,2017,Whole Year,Coconut,71376,591000000
22546,Jharkhand,DUMKA,2014,Rabi,Arhar/Tur,561.71,709
22547,Madhya Pradesh,SHIVPURI,2011,Whole Year,Other Fresh Fruits,47,0
22548,Gujarat,ANAND,2014,Whole Year,Banana,8400,675100
22549,Uttar Pradesh,FAIZABAD,2006,Summer,Maize,1322,1341
22550,Assam,MARIGAON,2005,Whole Year,Tobacco,20,4
22551,Madhya Pradesh,ALIRAJPUR,2019,Rabi,Other  Rabi pulses,17,
22552,Gujarat,GANDHINAGAR,2013,Kharif,Jowar,1000,1200
22553,Madhya Pradesh,REWA,2017,Whole Year,Sesamum,2894,555
22554,Assam,NAGAON,2011,Whole Year,Sweet potato,431,1377
22555,Telangana,NALGONDA,2008,Whole Year,Banana,13,333
22556,Rajasthan,KARAULI,2017,Rabi,Wheat,73134,285650
22557,Rajasthan,BHILWARA,2007,Rabi,Gram,21328,10900
22558,Punjab,BARNALA,2016,Kharif,Moong(Green Gram),500,500
22559,Assam,GOALPARA,2011,Whole Year,Turmeric,285,146
22560,Uttar Pradesh,MATHURA,2010,Rabi,Masoor,59,58
22561,Gujarat,SABAR KANTHA,2007,Whole Year,Potato,3300,68100
22562,Andhra Pradesh,CHITTOOR,2015,Rabi,Rice,37000,116000
22563,Kerala,IDUKKI,2011,Whole Year,Cashewnut,1211,536
22564,Uttar Pradesh,BARABANKI,2019,Rabi,Gram,801,1100
22565,Odisha,BARGARH,2021,Autumn,Groundnut,13134,14605
22566,Madhya Pradesh,TIKAMGARH,2017,Whole Year,Soyabean,36670,44621
22567,Tamil Nadu,KARUR,2013,Kharif,Other Kharif pulses,1222,112
22568,Karnataka,KODAGU,2008,Rabi,Other  Rabi pulses,731,79
22569,Karnataka,UDUPI,2016,Rabi,Moong(Green Gram),243,62
22570,Chhattisgarh,KOREA,2012,Rabi,Rapeseed &Mustard,3619,1452
22571,Assam,CACHAR,2021,Whole Year,Banana,3075,54692
22572,Uttarakhand,UTTAR KASHI,2020,Kharif,Soyabean,182,176
22573,Meghalaya,WEST KHASI HILLS,2013,Autumn,Rice,74,111
22574,Uttar Pradesh,ALIGARH,2018,Rabi,Masoor,1536,1353
22575,Assam,DHUBRI,2014,Rabi,Masoor,1174,900
22576,Maharashtra,THANE,2020,Kharif,Sesamum,700,300
22577,Tamil Nadu,COIMBATORE,2007,Kharif,Sesamum,1100,521
22578,Bihar,SARAN,2011,Rabi,Peas & beans (Pulses),376,351
22579,Madhya Pradesh,PANNA,2012,Kharif,Sesamum,6203,1739
22580,Tamil Nadu,TIRUPPUR,2019,Whole Year,Arhar/Tur,94,82
22581,Rajasthan,JHALAWAR,2011,Kharif,Maize,64815,148082
22582,Madhya Pradesh,DEWAS,2013,Kharif,Urad,64,20
22583,Rajasthan,BARMER,2010,Whole Year,Onion,89,83
22584,Assam,KAMRUP,2013,Winter,Rice,80078,131306
22585,Himachal Pradesh,BILASPUR,2006,Rabi,Rapeseed &Mustard,365,141
22586,Karnataka,HASSAN,2009,Kharif,Rice,52286,132604
22587,Karnataka,CHIKMAGALUR,2013,Whole Year,Coconut,37769,71417
22588,Tamil Nadu,THIRUVALLUR,2010,Whole Year,Turmeric,19,71
22589,Madhya Pradesh,SINGRAULI,2019,Kharif,Sannhamp,499,983
22590,Telangana,MEDAK,2015,Kharif,Moong(Green Gram),53000,46000
22591,Madhya Pradesh,DATIA,2017,Kharif,Moong(Green Gram),1897,454
22592,West Bengal,HOOGHLY,2022,Autumn,Rice,6157,18096
22593,Jammu and Kashmir,KATHUA,2015,Rabi,Potato,12,302.7
22594,Assam,SIVASAGAR,2010,Whole Year,Turmeric,281,240
22595,Rajasthan,SAWAI MADHOPUR,2007,Rabi,Gram,20316,20105
22596,Arunachal Pradesh,TAWANG,2019,Kharif,Maize,722,1600
22597,Kerala,PATHANAMTHITTA,2007,Kharif,Sesamum,8,3
22598,West Bengal,BARDHAMAN,2019,Rabi,Moong(Green Gram),11,5
22599,Kerala,ALAPPUZHA,2020,Whole Year,Moong(Green Gram),33,
22600,Bihar,SUPAUL,2021,Rabi,Masoor,1424,2043
22601,Uttar Pradesh,MATHURA,2018,Rabi,Masoor,32,28
22602,Uttar Pradesh,HAMIRPUR,2010,Summer,Moong(Green Gram),2,1
22603,Uttarakhand,UTTAR KASHI,2015,Rabi,Rapeseed &Mustard,1500,788
22604,Maharashtra,SATARA,2012,Rabi,Soyabean,26400,48500
22605,Karnataka,BELGAUM,2021,Kharif,Small millets,1502,549
22606,Gujarat,PATAN,2011,Kharif,Urad,6400,2900
22607,Madhya Pradesh,RAJGARH,2017,Whole Year,Sweet potato,139,954
22608,Haryana,PANCHKULA,2012,Kharif,Cotton(lint),4,
22609,Madhya Pradesh,RATLAM,2019,Kharif,Castor seed,1,
22610,Odisha,NAYAGARH,2017,Winter,Rice,101000,153000
22611,Rajasthan,BARAN,2009,Whole Year,Potato,41,276
22612,Madhya Pradesh,BETUL,2013,Rabi,Linseed,1900,1137
22613,Karnataka,GULBARGA,2011,Kharif,Arhar/Tur,349894,136616
22614,Tamil Nadu,SIVAGANGA,2014,Whole Year,Tapioca,3,121
22615,Maharashtra,YAVATMAL,2008,Kharif,Urad,25300,12600
22616,Telangana,RANGAREDDI,2016,Kharif,Sesamum,590,143
22617,West Bengal,MALDAH,2018,Rabi,Barley,1512,2084
22618,Odisha,SUNDARGARH,2013,Winter,Sugarcane,20,972.4
22619,Jharkhand,LATEHAR,2014,Autumn,Ragi,609.16,470
22620,Rajasthan,UDAIPUR,2006,Whole Year,Dry chillies,904,134
22621,Karnataka,CHIKMAGALUR,2016,Rabi,Moong(Green Gram),17,4
22622,Karnataka,HASSAN,2008,Summer,Maize,51,143
22623,Rajasthan,HANUMANGARH,2005,Rabi,Rapeseed &Mustard,89500,82000
22624,Uttarakhand,ALMORA,2015,Kharif,Urad,1062,797
22625,Uttar Pradesh,LUCKNOW,2016,Summer,Urad,2027,795
22626,Odisha,NABARANGPUR,2008,Kharif,Horse-gram,5548,1442.5
22627,Bihar,SAMASTIPUR,2015,Rabi,Masoor,1675,1529
22628,Karnataka,BELGAUM,2018,Whole Year,Garlic,1146,2538
22629,Bihar,BUXAR,2014,Rabi,Khesari,4110,3054
22630,Rajasthan,BARAN,2009,Rabi,Other  Rabi pulses,62,46
22631,Rajasthan,JALORE,2015,Kharif,Bajra,328330,238888
22632,Andhra Pradesh,KADAPA,2020,Rabi,Arhar/Tur,5,1
22633,Uttar Pradesh,MAHOBA,2015,Kharif,Jowar,4085,1259
22634,Bihar,SAMASTIPUR,2012,Rabi,Other  Rabi pulses,109,114
22635,Haryana,JHAJJAR,2006,Kharif,Jowar,35738,8000
22636,Tamil Nadu,VELLORE,2006,Kharif,Rice,77109,263941
22637,Haryana,FATEHABAD,2012,Rabi,Peas & beans (Pulses),24,100
22638,Kerala,WAYANAD,2019,Whole Year,Dry ginger,2953.16,20028.32
22639,Assam,CACHAR,2017,Whole Year,Arecanut,4478,2435
22640,Tamil Nadu,MADURAI,2010,Kharif,Rice,43959,112171
22641,Maharashtra,BULDHANA,2014,Rabi,Jowar,17500,15400
22642,Maharashtra,CHANDRAPUR,2008,Kharif,Cotton(lint),55400,36400
22643,Andhra Pradesh,SPSR NELLORE,2019,Kharif,other oilseeds,694,14820
22644,Rajasthan,TONK,2018,Rabi,Masoor,4155,3625
22645,Karnataka,HAVERI,2019,Rabi,Maize,6870,24040
22646,Madhya Pradesh,DINDORI,2011,Rabi,Gram,6334,3624
22647,Karnataka,BELGAUM,2017,Whole Year,Sweet potato,1501,9414
22648,Meghalaya,EAST JAINTIA HILLS,2021,Whole Year,Black pepper,32,22
22649,Karnataka,MYSORE,2019,Kharif,Groundnut,4440,3051
22650,Karnataka,KOPPAL,2006,Kharif,Castor seed,2437,2375
22651,Madhya Pradesh,DAMOH,2013,Kharif,Moong(Green Gram),499,147
22652,Uttar Pradesh,AGRA,2012,Kharif,Cotton(lint),240,35
22653,Uttar Pradesh,FARRUKHABAD,2011,Whole Year,Tobacco,5923,38655
22654,Odisha,BARGARH,2006,Summer,Rice,59120,141439
22655,Chhattisgarh,JASHPUR,2014,Whole Year,Sugarcane,74,230
22656,Madhya Pradesh,SHAJAPUR,2011,Whole Year,Cauliflower,131,0
22657,Uttar Pradesh,BALLIA,2006,Kharif,Arhar/Tur,5610,5171
22658,Telangana,WARANGAL,2016,Rabi,Onion,216,4871
22659,Andhra Pradesh,CHITTOOR,2017,Whole Year,Turmeric,32,387
22660,Karnataka,TUMKUR,2008,Kharif,Niger seed,2424,703
22661,Odisha,KANDHAMAL,2016,Winter,Urad,226,49
22662,Uttar Pradesh,MIRZAPUR,2016,Rabi,Peas & beans (Pulses),3830,5328
22663,Tamil Nadu,TIRUNELVELI,2015,Whole Year,Arhar/Tur,290,203
22664,Rajasthan,UDAIPUR,2013,Rabi,Barley,10252,22337
22665,Karnataka,UDUPI,2022,Whole Year,Sweet potato,180,3053
22666,Karnataka,BELGAUM,2020,Kharif,Rice,63613,94818
22667,Haryana,SONIPAT,2015,Rabi,Barley,236,
22668,Tamil Nadu,THENI,2012,Whole Year,Turmeric,1,5
22669,Odisha,SONEPUR,2020,Winter,Rice,88000,412000
22670,Maharashtra,NASHIK,2018,Kharif,Moong(Green Gram),8600,7900
22671,Uttar Pradesh,MEERUT,2021,Rabi,Masoor,466,322
22672,Bihar,SARAN,2011,Whole Year,Garlic,51,77
22673,Madhya Pradesh,DAMOH,2009,Kharif,Niger seed,6,1
22674,West Bengal,JALPAIGURI,2008,Rabi,Peas & beans (Pulses),35,30
22675,Uttar Pradesh,SIDDHARTH NAGAR,2018,Kharif,Maize,608,702
22676,Odisha,KANDHAMAL,2018,Autumn,Rice,12000,12000
22677,Madhya Pradesh,RATLAM,2020,Whole Year,Garlic,11921,97666
22678,Manipur,CHANDEL,2005,Kharif,Other Kharif pulses,8,4
22679,Andhra Pradesh,KURNOOL,2020,Kharif,Rice,72625,276774
22680,Karnataka,DHARWAD,2014,Kharif,Castor seed,43,34
22681,Maharashtra,AURANGABAD,2016,Kharif,Soyabean,6200,5100
22682,Odisha,JAJAPUR,2008,Kharif,Sesamum,2,0.2
22683,Tamil Nadu,THENI,2007,Whole Year,Banana,1970,34600
22684,Karnataka,CHIKMAGALUR,2017,Rabi,Rapeseed &Mustard,151,44
22685,Karnataka,BIDAR,2018,Kharif,Peas & beans (Pulses),4,36
22686,Uttar Pradesh,SANT RAVIDAS NAGAR,2015,Summer,Moong(Green Gram),31,20
22687,Assam,CACHAR,2021,Kharif,Sesamum,198,130
22688,Uttar Pradesh,AURAIYA,2021,Summer,Banana,4,174
22689,Rajasthan,CHURU,2007,Whole Year,Guar seed,593674,21658
22690,Odisha,CUTTACK,2010,Kharif,Horse-gram,4726,2201.6
22691,Manipur,BISHNUPUR,2010,Whole Year,Sugarcane,100,3260
22692,Karnataka,UDUPI,2020,Whole Year,Turmeric,58,204
22693,Assam,GOALPARA,2015,Whole Year,Black pepper,30,37
22694,Arunachal Pradesh,EAST SIANG,2005,Rabi,Groundnut,74,82
22695,Rajasthan,JHALAWAR,2008,Whole Year,Potato,66,484
22696,Mizoram,KOLASIB,2009,Rabi,Maize,50,76
22697,Uttar Pradesh,SITAPUR,2016,Kharif,Rice,148440,257098
22698,Bihar,MADHUBANI,2010,Whole Year,Banana,222,2178
22699,Assam,SIVASAGAR,2019,Autumn,Rice,62,52
22700,Uttar Pradesh,AZAMGARH,2013,Kharif,Maize,2987,3546
22701,Karnataka,RAMANAGARA,2022,Summer,Ragi,503,896
22702,Karnataka,DHARWAD,2020,Kharif,Bajra,15,16
22703,Assam,TINSUKIA,2012,Whole Year,Turmeric,346,190
22704,Bihar,PURBI CHAMPARAN,2006,Whole Year,Sugarcane,10705,497233
22705,Chhattisgarh,RAIGARH,2021,Rabi,Moong(Green Gram),1754,525
22706,Madhya Pradesh,ASHOKNAGAR,2014,Rabi,Khesari,99,114
22707,Uttar Pradesh,RAMPUR,2009,Whole Year,Potato,2381,80199
22708,Assam,DIBRUGARH,2005,Kharif,Sugarcane,262,10771
22709,Odisha,BOUDH,2012,Summer,Sesamum,6,0.5
22710,Bihar,SAMASTIPUR,2012,Summer,Rice,1507,2136
22711,Uttar Pradesh,ETAWAH,2006,Summer,Urad,186,81
22712,Rajasthan,SIKAR,2016,Whole Year,Garlic,82,82
22713,Haryana,JHAJJAR,2017,Kharif,Moong(Green Gram),15,
22714,Manipur,TAMENGLONG,2009,Whole Year,Dry chillies,280,350
22715,Rajasthan,RAJSAMAND,2006,Kharif,Urad,2429,628
22716,Uttarakhand,ALMORA,2020,Kharif,Urad,955,740
22717,Assam,KARIMGANJ,2007,Whole Year,Onion,20,62
22718,Maharashtra,WARDHA,2021,Kharif,Groundnut,200,70
22719,Rajasthan,CHURU,2008,Whole Year,Sannhamp,1,
22720,Haryana,PANIPAT,2007,Kharif,Bajra,589,0
22721,Himachal Pradesh,BILASPUR,2018,Kharif,Maize,26799,53627
22722,Uttar Pradesh,BUDAUN,2005,Kharif,Groundnut,3393,3022
22723,Karnataka,CHIKMAGALUR,2016,Whole Year,Tobacco,38,19
22724,Madhya Pradesh,SEHORE,2007,Rabi,Barley,42,44
22725,Arunachal Pradesh,TAWANG,2008,Whole Year,Potato,1405,7195
22726,Uttarakhand,RUDRA PRAYAG,2013,Rabi,Wheat,9054,9227
22727,Uttar Pradesh,BAHRAICH,2012,Rabi,Gram,325,300
22728,Uttar Pradesh,AMBEDKAR NAGAR,2018,Rabi,Wheat,113528,380546
22729,Madhya Pradesh,UMARIA,2018,Rabi,Moong(Green Gram),1,
22730,West Bengal,BARDHAMAN,2005,Whole Year,Potato,40940,909752
22731,West Bengal,MEDINIPUR WEST,2007,Rabi,Urad,1535,798
22732,Odisha,NABARANGPUR,2023,Summer,Moong(Green Gram),210,104.2
22733,Maharashtra,JALNA,2011,Kharif,Sesamum,3800,1000
22734,Odisha,NUAPADA,2015,Winter,Horse-gram,2685,649.8
22735,Bihar,MUNGER,2022,Rabi,Maize,506,1413
22736,Karnataka,HASSAN,2021,Kharif,Urad,1454,111
22737,Rajasthan,BIKANER,2009,Rabi,Linseed,4,3
22738,Bihar,KAIMUR (BHABUA),2009,Kharif,Ragi,83,73
22739,Maharashtra,PARBHANI,2017,Kharif,Sesamum,3400,600
22740,Haryana,PANCHKULA,2013,Rabi,Rapeseed &Mustard,1221,1900
22741,Uttar Pradesh,HATHRAS,2010,Rabi,Peas & beans (Pulses),171,285
22742,Karnataka,SHIMOGA,2017,Rabi,Jowar,9,8
22743,Karnataka,UTTAR KANNAD,2018,Kharif,Horse-gram,15,9
22744,Meghalaya,EAST JAINTIA HILLS,2018,Kharif,Banana,349,1116
22745,Nagaland,TUENSANG,2014,Kharif,Potato,380,3450
22746,Odisha,BHADRAK,2006,Winter,Rapeseed &Mustard,171,24
22747,Madhya Pradesh,RAISEN,2017,Whole Year,Potato,209,2677
22748,Andhra Pradesh,KADAPA,2020,Kharif,Linseed,415,200
22749,Chhattisgarh,MUNGELI,2022,Rabi,Other  Rabi pulses,48,19
22750,Chandigarh,CHANDIGARH,2007,Kharif,Arhar/Tur,80,80
22751,Assam,HAILAKANDI,2008,Whole Year,Tobacco,1,1
22752,Bihar,PURNIA,2010,Whole Year,Dry chillies,166,125
22753,Gujarat,JUNAGADH,2006,Kharif,Sesamum,4700,3800
22754,Maharashtra,SOLAPUR,2015,Rabi,Linseed,4,1
22755,Punjab,RUPNAGAR,2020,Kharif,Sesamum,200,100
22756,Andhra Pradesh,CHITTOOR,2008,Rabi,other misc. pulses,13,2
22757,Uttar Pradesh,SONBHADRA,2017,Kharif,Sannhamp,78,15
22758,Odisha,ANUGUL,2023,Winter,Rapeseed &Mustard,149,17.6
22759,Uttarakhand,PITHORAGARH,2009,Rabi,Peas & beans (Pulses),23,16
22760,Odisha,SUNDARGARH,2014,Winter,Sugarcane,69,4840.8
22761,Uttar Pradesh,SULTANPUR,2012,Whole Year,Sweet potato,1695,19700
22762,Uttar Pradesh,GHAZIABAD,2015,Kharif,Jowar,1,1
22763,Chhattisgarh,DANTEWADA,2008,Whole Year,Dry ginger,1,1
22764,Assam,DIMA HASAO,2015,Rabi,Rapeseed &Mustard,2343,715
22765,West Bengal,DARJEELING,2012,Kharif,Ragi,11305,13532
22766,Andhra Pradesh,VIZIANAGARAM,2018,Kharif,Small millets,1806,1461
22767,Tamil Nadu,VIRUDHUNAGAR,2006,Kharif,Pulses total,26994,13615
22768,Madhya Pradesh,NEEMUCH,2008,Kharif,Maize,35706,55520
22769,Kerala,THRISSUR,2011,Whole Year,Snak Guard,79,0
22770,Chhattisgarh,KOREA,2013,Kharif,Horse-gram,2955,612
22771,Uttar Pradesh,FIROZABAD,2013,Kharif,Sannhamp,7,2
22772,Gujarat,KHEDA,2015,Kharif,Jowar,100,100
22773,Uttar Pradesh,LALITPUR,2021,Rabi,Peas & beans (Pulses),63268,61750
22774,Andhra Pradesh,SPSR NELLORE,2012,Rabi,Dry chillies,2746,5184
22775,Madhya Pradesh,NARSINGHPUR,2021,Rabi,Peas & beans (Pulses),8727,7507
22776,Maharashtra,AHMEDNAGAR,2019,Rabi,Sunflower,400,200
22777,Uttar Pradesh,VARANASI,2011,Whole Year,Potato,3311,54499
22778,Uttar Pradesh,BALRAMPUR,2009,Whole Year,Potato,1733,42739
22779,Maharashtra,SANGLI,2016,Kharif,Urad,3100,800
22780,Uttar Pradesh,SHAHJAHANPUR,2017,Rabi,Rapeseed &Mustard,14506,12329
22781,Madhya Pradesh,HOSHANGABAD,2010,Whole Year,Banana,25,646
22782,Odisha,BHADRAK,2008,Kharif,Jute,800,3560
22783,Andhra Pradesh,PRAKASAM,2020,Rabi,Groundnut,4979,14006
22784,Bihar,ARWAL,2015,Rabi,Peas & beans (Pulses),1248,1344
22785,Kerala,KASARAGOD,2022,Summer,Rice,296,677
22786,Gujarat,AMRELI,2013,Rabi,Gram,2400,2600
22787,Uttar Pradesh,AMETHI,2022,Summer,Urad,3573,1963
22788,Rajasthan,KARAULI,2013,Kharif,Jowar,645,185
22789,West Bengal,MALDAH,2022,Kharif,Moong(Green Gram),30,15
22790,Maharashtra,HINGOLI,2019,Rabi,Safflower,22200,13900
22791,Telangana,NALGONDA,2021,Kharif,other oilseeds,119,1499
22792,Uttar Pradesh,SHRAVASTI,2019,Kharif,Sweet potato,21,273
22793,Uttarakhand,ALMORA,2008,Kharif,Soyabean,273,150
22794,Himachal Pradesh,KULLU,2016,Rabi,Masoor,67,18
22795,Maharashtra,AURANGABAD,2007,Summer,Groundnut,800,800
22796,Maharashtra,AHMEDNAGAR,2006,Rabi,Linseed,1200,400
22797,Punjab,MANSA,2010,Rabi,Barley,2000,6000
22798,Uttar Pradesh,BARABANKI,2020,Kharif,Sugarcane,9746,587801
22799,Assam,DHEMAJI,2015,Rabi,Rapeseed &Mustard,11255,5125
22800,Karnataka,CHIKMAGALUR,2009,Summer,Rice,3067,8904
22801,Odisha,KENDRAPARA,2023,Winter,Sugarcane,66,3073.7
22802,Andhra Pradesh,KRISHNA,2012,Rabi,Dry chillies,1702,4391
22803,Uttar Pradesh,AMROHA,2014,Kharif,Dry ginger,1,3
22804,Assam,KOKRAJHAR,2018,Whole Year,Turmeric,548,431
22805,Chhattisgarh,BASTAR,2017,Whole Year,Sannhamp,77,26
22806,Telangana,MEDAK,2010,Rabi,Dry chillies,2505,6227
22807,Chhattisgarh,JANJGIR-CHAMPA,2017,Kharif,Jute,9,
22808,Rajasthan,ALWAR,2008,Rabi,Masoor,105,94
22809,Tamil Nadu,ERODE,2007,Rabi,Samai,5,3
22810,Odisha,KENDUJHAR,2005,Whole Year,Potato,222,2087
22811,Odisha,ANUGUL,2008,Whole Year,Coriander,1300,640
22812,Bihar,MADHUBANI,2021,Kharif,Urad,991,905
22813,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2018,Kharif,Groundnut,20,20
22814,Uttar Pradesh,KAUSHAMBI,2009,Rabi,Urad,111,58
22815,Uttar Pradesh,RAMPUR,2006,Whole Year,Potato,3595,67597
22816,Karnataka,KOLAR,2018,Rabi,Maize,74,218
22817,Maharashtra,BEED,2013,Kharif,Sunflower,11100,6500
22818,Maharashtra,NANDED,2007,Rabi,Gram,33800,20800
22819,Rajasthan,SIKAR,2005,Rabi,Wheat,82200,187000
22820,Madhya Pradesh,KATNI,2018,Kharif,Groundnut,10,9
22821,Maharashtra,AMRAVATI,2010,Rabi,Safflower,1900,1000
22822,Gujarat,KACHCHH,2006,Kharif,Groundnut,65200,86100
22823,Rajasthan,BIKANER,2016,Rabi,Gram,171781,149390
22824,Tamil Nadu,KARUR,2009,Kharif,Moong(Green Gram),48,20
22825,Uttar Pradesh,HARDOI,2022,Summer,Maize,1490,2649
22826,Andhra Pradesh,EAST GODAVARI,2022,Kharif,Onion,563,10337
22827,Chhattisgarh,KONDAGAON,2019,Kharif,Niger seed,2501,506
22828,Andhra Pradesh,VISAKHAPATANAM,2020,Kharif,Lemon,4,29
22829,Gujarat,MAHESANA,2006,Rabi,Gram,4700,2500
22830,Gujarat,VADODARA,2014,Whole Year,Tobacco,11400,13500
22831,Gujarat,KHEDA,2018,Summer,Rice,10100,25800
22832,Bihar,SAHARSA,2016,Summer,Maize,17785,58798
22833,Gujarat,SURAT,2012,Kharif,Moong(Green Gram),2100,900
22834,Madhya Pradesh,MORENA,2019,Kharif,Barley,1664,3235
22835,Haryana,FATEHABAD,2013,Whole Year,Potato,363,9300
22836,Tamil Nadu,VILLUPURAM,2011,Whole Year,Ribed Guard,17,0
22837,Assam,SIVASAGAR,2009,Rabi,Urad,399,222
22838,Assam,BARPETA,2014,Kharif,Mesta,416,2126
22839,Maharashtra,PUNE,2009,Summer,Sunflower,400,700
22840,Madhya Pradesh,SEHORE,2007,Kharif,Rice,1753,1592
22841,Karnataka,BAGALKOT,2021,Whole Year,Sannhamp,3,1
22842,Jharkhand,PAKUR,2015,Autumn,Maize,2865.34,3963
22843,Assam,BAKSA,2022,Rabi,Linseed,455,339
22844,Assam,NALBARI,2010,Kharif,Small millets,125,56
22845,Uttar Pradesh,AZAMGARH,2006,Kharif,Ragi,18,23
22846,Meghalaya,WEST KHASI HILLS,2009,Whole Year,Dry chillies,48,24
